MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
3,7,6,3,2,5,4,9,4,2,5,6,11,6,4,4,4,4,8,4,0.505
4,5,9,5,7,9,7,5,10,3,7,6,7,4,4,6,3,6,4,2,0.565
6,0,4,4,7,5,2,3,7,6,7,1,2,5,5,9,6,2,4,6,0.455
6,4,8,6,3,5,9,8,6,3,3,6,2,1,3,3,5,4,5,5,0.475
7,5,4,3,4,6,8,9,3,4,4,9,3,2,4,6,3,8,4,3,0.495
4,5,3,7,7,3,4,7,3,1,3,4,7,5,9,4,3,7,5,1,0.46
5,3,4,6,6,2,6,1,4,6,5,11,5,4,5,7,3,7,4,4,0.49
4,8,6,7,7,6,4,5,6,5,5,6,6,7,8,6,8,1,10,2,0.585
5,2,4,6,9,6,7,11,8,4,7,6,1,3,6,8,7,5,3,7,0.575
4,6,6,4,5,3,6,3,5,6,1,3,6,3,4,6,3,4,6,6,0.45
9,5,3,4,5,6,6,6,2,2,4,5,1,6,5,6,9,3,4,3,0.47
6,3,7,6,6,8,6,8,4,4,2,0,4,5,5,4,7,3,2,9,0.495
5,4,5,7,2,5,4,3,12,6,5,1,8,2,9,1,5,3,4,8,0.495
7,1,3,4,8,2,4,5,3,8,7,5,3,4,3,3,4,4,5,5,0.44
4,4,0,7,3,3,4,3,1,4,9,2,7,7,3,6,2,5,3,6,0.415
6,5,5,3,9,2,4,5,1,2,8,1,8,6,2,8,1,3,1,3,0.415
4,3,3,7,5,6,5,3,8,5,2,5,4,6,4,1,5,5,3,4,0.44
4,9,11,6,7,8,5,2,1,8,2,3,7,4,8,8,4,5,5,9,0.58
7,9,5,4,2,5,4,5,5,5,7,7,5,5,6,4,7,6,6,4,0.54
8,3,4,5,5,5,5,4,5,2,6,6,4,4,4,2,6,3,4,5,0.45
3,5,7,4,3,4,7,4,5,9,5,4,1,4,4,2,9,5,5,2,0.46
1,7,2,1,7,8,5,4,9,8,3,2,6,8,1,7,6,10,2,3,0.5
2,4,5,7,3,9,8,5,9,9,2,5,3,4,8,5,4,2,5,7,0.53
7,7,10,6,9,10,4,6,13,8,7,6,5,4,4,14,3,7,5,6,0.705
2,9,1,7,5,7,2,4,6,7,4,1,7,3,3,6,8,1,9,6,0.49
6,3,8,9,4,6,3,5,6,5,6,6,4,6,5,5,3,2,6,5,0.515
5,2,6,3,7,7,10,10,3,3,4,6,5,1,5,13,3,8,3,5,0.545
5,8,5,14,4,4,6,2,7,3,5,6,4,3,10,4,4,4,10,7,0.575
6,4,4,6,9,4,3,9,6,3,8,4,3,5,3,8,4,4,2,8,0.515
6,3,7,0,6,5,6,3,3,6,2,7,4,8,9,7,4,3,5,8,0.51
1,5,6,4,9,5,5,6,6,7,6,6,6,1,3,3,2,3,5,4,0.465
7,5,6,6,5,5,3,5,2,5,3,8,4,5,3,4,1,7,7,2,0.465
0,7,6,7,4,5,5,4,6,4,2,7,6,7,4,7,4,4,3,7,0.495
9,4,7,5,2,6,2,3,7,5,6,2,5,8,6,8,3,2,4,5,0.495
6,3,4,4,4,5,5,2,4,2,0,2,6,7,4,7,9,1,5,4,0.42
3,9,2,2,5,2,6,7,5,11,6,5,7,8,4,7,6,3,2,4,0.52
3,5,9,6,2,3,3,5,8,3,5,4,8,7,7,8,4,4,4,4,0.51
3,2,4,1,3,5,3,6,9,3,5,6,7,6,8,6,2,12,2,5,0.49
3,2,3,7,4,5,8,8,4,7,3,3,1,6,2,4,4,4,4,3,0.425
6,2,2,5,6,4,6,3,3,5,3,3,9,3,6,5,1,3,6,5,0.43
2,7,4,4,3,7,4,5,3,5,5,7,9,2,6,3,3,7,5,3,0.47
3,6,2,5,2,4,5,8,7,6,2,4,7,0,8,5,2,2,3,3,0.42
2,5,5,3,13,5,3,5,4,2,3,5,4,6,5,3,7,11,8,3,0.51
4,7,2,1,1,6,5,2,7,3,6,7,9,6,6,5,8,3,2,2,0.46
4,4,6,10,4,8,2,4,8,5,9,3,7,3,5,7,5,4,3,6,0.535
9,0,5,7,3,4,6,7,4,8,2,6,4,3,8,8,3,6,7,6,0.53
7,3,5,4,5,7,4,6,6,3,7,6,4,5,4,1,5,4,3,8,0.485
5,8,8,5,3,6,6,8,5,2,7,5,5,7,4,6,4,4,9,8,0.575
6,3,4,5,6,3,5,4,5,5,8,1,6,7,3,5,5,2,5,6,0.47
3,8,5,7,2,8,2,2,7,5,7,2,10,3,4,7,3,8,9,5,0.535
3,5,4,2,7,4,9,7,5,5,7,7,5,4,7,6,4,5,11,6,0.565
5,3,5,5,6,2,5,4,4,7,5,5,2,4,9,8,6,2,2,1,0.45
7,10,8,5,6,5,3,5,8,5,6,5,10,2,5,7,2,1,5,7,0.56
6,3,7,8,5,3,5,3,5,10,3,5,7,3,1,5,4,7,3,7,0.5
2,3,3,3,5,7,3,3,2,8,3,5,4,2,5,2,7,6,4,6,0.415
5,8,9,6,4,5,7,9,3,8,7,0,10,8,2,3,6,2,8,3,0.565
6,3,7,2,5,2,5,5,4,9,5,7,3,7,2,4,5,5,2,2,0.45
9,7,6,3,6,8,6,5,5,4,4,2,9,6,5,10,4,5,3,3,0.55
6,5,5,3,5,4,5,2,4,5,7,4,5,8,1,3,6,5,4,9,0.48
5,4,4,5,4,4,6,5,5,6,4,4,2,6,9,14,5,3,4,2,0.505
3,5,2,5,8,5,8,5,4,5,5,7,3,6,3,10,8,2,9,3,0.53
10,5,5,8,4,5,8,5,3,6,6,4,6,4,7,3,5,6,3,5,0.54
7,5,9,4,8,5,4,2,9,5,5,5,3,2,6,6,8,2,8,6,0.545
3,2,8,6,4,5,7,6,4,6,5,4,3,1,7,4,6,6,8,7,0.51
1,2,5,2,5,3,1,1,7,7,3,4,9,6,6,8,9,5,7,1,0.46
2,10,2,1,8,5,2,2,6,2,4,5,7,5,7,7,5,5,6,8,0.495
1,3,7,7,5,4,2,5,7,4,6,11,4,2,7,5,5,6,7,7,0.525
6,9,7,8,6,7,5,5,6,5,10,4,3,4,6,5,5,10,10,5,0.63
4,3,5,4,7,3,3,4,4,3,5,7,5,2,3,4,2,4,3,3,0.39
3,8,4,5,5,7,3,3,2,5,5,4,7,6,1,4,3,1,5,5,0.43
3,9,4,7,9,5,3,8,5,1,3,6,7,3,2,4,4,1,4,5,0.465
9,7,5,3,4,7,9,2,8,2,8,3,3,0,7,3,2,3,6,5,0.48
4,2,5,5,6,3,8,6,6,3,5,6,3,9,6,4,3,6,3,2,0.475
7,5,6,5,3,4,4,4,5,10,4,2,5,7,4,4,6,8,4,6,0.515
7,7,4,7,2,3,2,5,7,8,5,8,10,2,4,2,5,4,4,8,0.52
3,6,3,7,5,8,8,5,8,2,3,4,6,6,8,1,7,7,5,6,0.54
5,6,2,6,7,4,6,5,1,4,2,6,3,8,4,5,7,8,5,5,0.495
6,7,6,5,4,2,2,2,6,3,9,5,2,3,10,4,6,3,4,8,0.485
5,2,8,1,5,3,2,8,7,4,3,2,4,3,6,5,5,3,6,7,0.445
7,3,8,4,9,3,5,3,5,3,8,1,8,8,4,6,7,8,9,0,0.545
6,3,3,5,6,5,3,6,6,6,7,8,2,9,2,8,5,2,5,3,0.5
3,5,8,7,5,3,3,5,3,6,5,6,5,5,4,4,8,3,4,7,0.495
5,8,3,4,6,2,7,4,7,3,7,6,2,6,9,8,2,5,6,7,0.535
3,3,3,3,6,1,9,6,8,5,7,5,1,1,6,4,6,1,3,8,0.445
0,2,5,4,9,2,8,2,5,8,7,2,11,3,6,5,9,1,2,3,0.47
3,7,2,4,9,7,3,9,9,3,6,7,3,2,3,3,3,7,6,4,0.5
7,2,4,6,3,7,5,7,2,11,4,5,6,6,9,3,5,13,5,3,0.565
4,4,6,6,6,11,2,3,8,3,6,4,1,4,7,6,6,6,3,7,0.515
6,8,5,6,3,2,4,6,6,5,2,6,6,5,4,7,4,7,3,3,0.49
9,5,5,2,3,7,6,7,6,5,6,5,5,7,4,7,4,7,4,5,0.545
9,8,5,6,4,7,9,5,6,6,4,8,10,5,5,6,3,3,4,4,0.585
6,5,8,6,3,4,3,4,4,6,7,2,2,4,2,6,3,6,4,7,0.46
12,5,10,2,3,1,4,7,5,5,6,3,3,2,4,9,9,7,8,4,0.545
6,5,5,7,6,4,4,4,7,3,7,1,4,4,8,2,2,7,7,4,0.485
7,8,3,5,7,5,5,7,6,4,5,4,4,4,5,7,5,3,6,5,0.525
4,7,6,5,3,2,6,4,5,7,4,5,6,7,9,3,6,7,5,5,0.53
6,4,3,7,9,6,2,2,3,3,5,5,3,8,7,9,4,6,8,3,0.515
2,6,3,6,5,1,2,8,5,6,2,4,7,3,7,5,5,6,2,7,0.46
9,4,7,5,9,3,7,4,4,12,5,8,4,5,5,3,7,3,3,5,0.56
5,6,7,5,6,4,3,6,4,6,4,3,6,5,3,3,3,5,9,10,0.515
1,4,5,6,5,3,7,4,5,3,6,5,4,4,5,3,4,4,2,4,0.42
8,7,6,4,9,1,4,2,5,9,3,4,3,2,5,7,5,4,7,3,0.49
4,6,4,5,6,2,9,5,5,7,3,4,6,5,3,4,0,2,3,7,0.45
3,4,6,1,2,5,4,5,4,3,9,3,4,3,2,6,4,9,2,5,0.42
5,3,5,3,8,6,5,7,6,9,2,3,7,6,7,4,4,3,6,4,0.515
6,4,7,3,9,6,6,1,9,1,5,4,3,1,5,4,3,5,4,1,0.435
6,7,5,4,5,4,4,5,4,3,6,4,6,7,5,8,5,4,4,3,0.495
3,4,4,3,3,4,3,6,4,3,5,7,5,6,1,5,4,1,0,3,0.37
4,6,8,4,9,4,6,13,2,10,10,3,7,9,7,3,3,5,5,4,0.61
7,2,5,2,5,5,5,9,8,7,2,9,6,6,1,4,6,10,4,10,0.565
7,5,7,2,2,8,4,7,3,6,6,2,6,10,6,5,7,3,5,7,0.54
6,7,6,3,4,3,3,7,8,6,6,11,5,8,5,6,5,3,4,3,0.545
2,3,3,4,6,4,8,8,11,5,3,4,6,3,6,3,4,4,3,6,0.48
8,4,6,5,5,6,6,4,3,5,11,4,6,4,2,7,7,2,5,3,0.515
5,6,6,2,8,6,6,3,7,5,5,13,4,5,2,6,10,2,7,0,0.54
8,2,3,5,7,8,8,5,2,3,5,4,8,3,8,5,3,5,8,6,0.53
6,3,2,7,2,5,6,5,5,6,4,1,7,4,2,11,5,2,3,5,0.455
3,3,6,2,5,3,7,6,4,9,4,6,5,4,2,7,4,5,8,5,0.49
8,6,5,3,1,1,5,2,5,5,3,5,4,8,8,5,9,6,4,6,0.495
3,2,8,4,5,6,5,6,5,6,3,5,11,4,3,6,5,8,6,8,0.545
5,3,5,5,4,8,6,2,5,3,6,4,6,5,6,4,3,5,4,3,0.46
8,2,4,5,3,3,5,5,3,5,6,5,2,6,5,5,4,4,3,12,0.475
7,6,5,4,4,2,3,4,6,6,6,8,5,6,5,2,4,6,5,2,0.48
5,8,6,0,4,5,2,6,6,8,4,3,5,1,6,5,4,9,4,9,0.5
3,4,4,2,7,5,3,5,3,6,4,4,6,5,3,4,2,8,5,6,0.445
3,6,8,5,7,3,12,9,6,7,6,5,6,3,9,9,5,7,4,6,0.63
5,11,4,5,4,6,3,4,5,7,6,5,6,5,3,5,6,6,5,8,0.545
6,6,2,10,8,5,6,6,7,5,8,4,3,5,4,6,8,12,4,6,0.605
3,7,9,4,4,2,5,7,3,8,8,5,6,7,4,2,6,3,5,4,0.51
7,2,9,6,6,3,6,4,3,6,5,4,9,6,2,3,8,6,5,1,0.505
6,6,7,4,7,7,2,8,4,3,3,3,5,4,9,5,3,9,4,6,0.525
6,9,4,4,5,8,4,4,7,5,3,3,9,5,1,4,5,7,6,3,0.51
5,3,8,4,5,4,3,4,4,4,7,5,9,6,6,5,4,4,3,2,0.475
3,4,4,7,3,5,7,5,4,6,5,4,7,5,3,3,3,1,8,13,0.5
9,6,4,5,3,7,3,4,2,5,7,10,5,3,5,4,9,3,5,8,0.535
6,7,7,2,6,5,7,9,6,3,4,2,2,4,6,9,2,5,4,6,0.51
5,6,8,3,2,4,1,2,3,3,3,6,2,4,4,8,6,3,5,4,0.41
6,3,6,4,9,3,2,7,7,2,2,5,10,3,4,5,3,3,5,6,0.475
3,8,5,5,4,2,7,4,5,4,8,5,5,3,4,4,9,5,4,4,0.49
4,4,6,2,11,1,6,5,3,4,5,5,10,10,7,4,2,2,6,8,0.525
5,7,6,4,6,6,12,6,5,6,5,4,9,5,5,7,7,5,1,3,0.57
5,4,3,4,2,4,3,5,5,5,8,1,5,3,8,7,5,2,5,2,0.43
4,2,3,6,2,5,8,5,7,6,3,6,3,9,3,7,4,4,5,3,0.475
6,7,3,7,5,5,4,5,2,5,4,2,2,4,7,5,3,2,8,4,0.45
7,4,1,7,2,2,7,10,6,2,5,2,1,8,10,10,4,2,3,4,0.485
6,10,4,3,7,9,5,6,5,4,3,5,4,10,9,8,3,10,9,4,0.62
5,6,3,5,3,5,4,4,8,5,5,0,2,7,6,7,5,4,4,7,0.475
1,4,5,7,7,6,5,6,5,8,5,8,7,6,8,10,7,5,7,3,0.6
4,8,5,4,7,3,5,6,5,5,2,6,5,6,3,8,6,9,5,8,0.55
10,6,5,5,4,10,6,7,5,4,4,4,4,3,6,4,6,4,10,5,0.56
4,8,8,3,6,3,5,3,2,7,3,8,4,2,2,4,4,9,4,5,0.47
4,11,3,8,6,7,6,3,5,6,3,2,6,6,5,7,5,5,3,7,0.54
6,5,4,4,7,5,11,8,4,3,6,8,2,7,5,5,3,6,4,4,0.535
3,5,4,3,4,4,4,7,2,3,6,9,5,7,5,3,7,7,7,2,0.485
6,4,3,5,8,4,1,5,1,3,5,4,3,5,8,2,5,4,3,8,0.435
5,5,9,2,6,5,3,7,4,6,7,1,5,5,4,5,6,7,14,3,0.545
5,2,5,3,5,7,6,7,5,5,3,8,6,4,2,2,4,8,3,5,0.475
4,2,12,3,8,6,4,10,4,9,2,4,8,5,2,5,5,4,2,4,0.515
6,2,6,4,0,5,4,6,4,8,3,5,2,3,2,6,4,3,3,2,0.39
2,4,5,7,2,4,5,4,1,10,2,4,4,5,2,8,5,2,3,8,0.435
5,6,3,5,3,4,10,5,7,6,7,8,3,7,8,3,8,6,5,3,0.56
5,3,6,5,4,6,6,2,6,2,4,6,2,4,6,2,8,8,5,6,0.48
9,4,7,1,4,5,8,10,5,3,4,6,4,6,2,4,3,6,1,7,0.495
3,6,5,6,7,2,6,3,5,4,2,6,1,1,8,3,8,6,5,7,0.47
4,3,5,6,9,9,3,6,4,3,8,4,6,3,2,7,7,3,7,3,0.51
8,4,4,5,5,2,3,4,6,6,6,4,8,7,7,1,4,3,4,5,0.48
3,2,5,6,5,6,7,5,2,2,5,1,7,5,7,5,3,3,3,6,0.44
5,5,5,7,5,4,4,4,3,0,3,7,5,3,5,4,6,4,6,2,0.435
6,7,7,6,4,9,3,2,2,6,5,3,5,4,4,4,6,4,6,6,0.495
5,6,6,8,7,4,8,4,6,3,3,3,7,2,5,3,8,7,4,2,0.505
5,6,6,6,7,7,5,6,7,5,9,4,3,4,8,7,2,3,4,4,0.54
5,7,6,5,4,6,6,6,5,3,6,4,5,5,7,2,3,5,8,5,0.515
5,5,6,2,4,5,6,6,9,5,4,5,8,4,1,8,4,5,5,6,0.515
8,4,6,5,3,9,5,4,3,3,4,7,8,7,6,4,2,3,3,3,0.485
2,2,3,3,3,7,4,8,3,9,5,3,3,3,3,7,7,6,6,3,0.45
4,8,5,7,5,7,8,2,6,2,11,5,7,2,3,4,6,4,8,5,0.545
2,5,4,6,6,3,2,5,7,4,2,5,4,5,8,5,5,2,1,3,0.42
3,11,1,2,7,2,2,7,3,6,5,5,3,4,8,9,4,7,5,7,0.505
2,7,6,3,8,7,8,10,3,2,3,6,5,11,2,2,8,6,3,2,0.52
5,6,6,6,3,10,4,3,3,4,5,6,3,6,5,5,5,1,10,8,0.52
6,6,5,3,6,1,3,4,8,2,5,3,7,7,8,3,1,3,1,3,0.425
4,4,6,7,10,4,8,5,5,5,6,3,9,5,4,3,7,4,4,5,0.54
5,7,2,8,4,5,4,7,3,4,5,2,4,6,4,8,6,2,4,7,0.485
7,3,6,8,5,4,4,2,3,4,4,8,9,4,4,3,13,5,3,6,0.525
4,5,8,7,3,6,8,3,8,5,6,4,6,5,9,1,0,5,4,5,0.51
6,5,6,7,5,6,2,4,10,1,11,6,7,4,4,3,4,5,3,6,0.525
4,3,3,2,5,3,2,5,6,3,4,4,6,3,9,9,4,5,5,4,0.445
5,5,6,1,5,5,5,7,5,5,4,7,5,2,4,2,8,8,5,7,0.505
4,5,2,5,4,5,5,7,9,5,7,6,3,1,7,2,6,1,6,4,0.47
5,5,8,3,2,9,4,5,5,3,3,6,3,7,6,7,3,5,8,9,0.53
5,0,2,4,4,2,3,6,7,7,2,3,3,9,3,6,3,6,4,7,0.43
1,4,5,6,5,3,7,2,3,2,6,5,5,10,4,0,5,3,2,5,0.415
3,3,5,8,6,6,7,3,6,5,1,7,2,6,4,2,10,2,3,3,0.46
2,7,3,6,2,8,5,3,7,5,5,1,7,7,5,4,4,6,6,5,0.49
9,7,5,2,4,6,4,2,5,4,3,3,5,6,4,4,3,3,3,3,0.425
8,3,3,4,3,2,6,9,6,6,4,2,6,6,7,5,10,3,3,2,0.49
7,8,8,4,0,5,6,3,4,6,13,5,1,8,2,2,8,2,6,6,0.52
5,10,6,6,4,5,2,5,5,0,7,4,4,2,2,6,2,10,5,10,0.5
6,10,8,5,6,8,7,5,9,4,6,4,3,5,4,2,3,3,1,3,0.51
8,6,4,5,7,7,4,2,4,6,10,3,3,5,3,6,7,3,3,6,0.51
2,6,14,4,4,6,11,8,8,4,4,3,5,5,6,3,4,7,2,7,0.565
2,5,5,6,4,3,5,3,6,6,2,8,6,8,3,6,3,6,9,2,0.49
3,7,7,7,9,3,7,3,6,2,8,4,5,5,5,6,3,8,4,5,0.535
4,5,5,5,6,7,5,6,7,7,5,11,4,3,4,5,6,5,1,6,0.535
6,2,3,7,5,4,4,4,4,7,2,5,6,8,8,7,4,4,4,5,0.495
7,6,4,3,6,7,4,5,7,2,7,5,3,5,6,4,2,5,5,4,0.485
12,5,3,5,8,4,3,7,7,3,3,8,3,5,9,3,5,7,1,6,0.535
5,9,5,3,5,8,2,5,7,4,3,5,2,8,7,8,5,7,6,6,0.55
5,4,3,4,7,2,2,7,4,5,6,5,4,0,1,9,3,7,3,4,0.425
4,4,7,11,5,6,4,6,5,3,9,4,5,5,7,4,3,5,5,3,0.525
6,2,2,4,1,2,2,3,4,2,6,8,9,7,8,5,4,7,6,7,0.475
3,10,1,5,4,9,7,4,0,5,4,4,5,2,5,4,5,5,1,6,0.445
13,5,6,2,5,3,9,4,3,11,6,8,6,4,7,6,2,6,6,3,0.575
1,8,3,2,2,4,2,6,9,5,6,5,2,9,3,6,3,3,5,8,0.46
1,8,5,7,7,4,2,3,4,5,6,1,4,6,5,7,2,4,3,3,0.435
3,8,10,7,4,1,7,4,6,6,5,4,7,2,12,7,5,5,3,5,0.555
5,8,7,1,6,11,6,1,3,4,4,4,6,5,8,5,6,4,5,4,0.515
3,5,9,4,6,3,4,3,9,8,3,7,10,2,1,3,5,5,6,4,0.5
3,5,8,5,3,8,3,5,5,10,8,3,8,7,8,6,7,6,5,2,0.575
4,4,6,1,2,2,4,7,6,4,9,4,3,11,3,6,1,2,4,6,0.445
2,6,6,3,5,9,5,7,5,8,7,4,8,2,4,5,2,2,9,3,0.51
3,3,4,5,3,3,6,4,1,7,7,3,5,4,6,3,11,6,7,4,0.475
5,3,5,9,8,3,8,3,4,8,6,7,3,10,7,3,0,7,6,8,0.565
7,6,3,6,7,4,6,3,10,3,5,4,7,8,2,7,6,6,4,6,0.55
6,3,4,8,6,8,3,5,3,1,7,1,5,4,6,5,2,5,7,11,0.5
4,4,7,7,6,5,3,4,5,8,3,4,5,10,7,4,5,7,3,6,0.535
4,6,2,3,5,3,7,5,4,7,5,4,6,7,10,3,7,6,7,2,0.515
2,3,7,9,3,10,2,8,7,3,2,6,5,8,5,6,11,4,3,6,0.55
8,3,6,4,4,3,5,4,3,5,5,3,8,7,2,7,6,4,7,6,0.5
8,7,6,7,4,5,4,5,5,2,9,6,7,2,6,3,5,5,5,5,0.53
13,3,4,7,3,10,7,10,7,3,7,7,5,6,3,13,4,4,4,4,0.62
5,6,5,3,3,5,3,2,3,4,5,7,3,3,6,3,4,5,5,2,0.41
6,8,5,7,6,2,7,5,11,5,4,3,3,4,6,5,3,3,4,8,0.525
8,2,8,1,1,1,2,3,6,8,4,6,4,6,8,5,3,6,5,2,0.445
7,5,3,4,4,5,2,1,3,5,2,1,4,6,5,4,3,5,4,3,0.38
8,6,6,2,2,3,3,3,6,5,6,6,5,4,9,4,2,4,4,4,0.46
6,4,5,5,7,4,4,4,5,3,5,4,6,3,0,3,6,6,4,5,0.445
6,11,8,4,3,5,6,2,5,5,5,5,5,4,9,5,5,4,10,2,0.545
3,4,4,2,5,5,4,4,6,1,2,3,1,4,10,6,5,5,11,4,0.445
3,7,6,6,3,8,6,5,8,7,4,4,10,3,8,0,8,5,4,4,0.545
6,4,5,4,7,4,4,7,1,3,4,7,5,4,4,5,3,3,2,7,0.445
4,3,6,4,9,4,5,3,2,3,6,5,8,3,3,5,4,6,8,5,0.48
1,5,4,2,2,7,7,3,7,2,3,7,2,8,6,10,7,4,7,2,0.48
3,7,5,3,2,3,3,5,4,3,2,1,4,9,2,5,3,3,7,5,0.395
3,4,3,5,2,4,6,7,6,5,4,10,4,4,5,6,4,4,9,3,0.49
2,6,5,7,6,4,3,7,4,5,1,6,7,5,2,3,8,5,3,9,0.49
1,6,5,6,6,4,0,3,5,6,7,7,1,4,5,6,2,7,1,3,0.425
4,5,4,11,9,6,2,7,7,4,4,1,3,3,3,3,5,5,8,12,0.53
7,5,7,5,7,6,4,5,8,4,4,5,4,6,4,5,6,5,8,2,0.535
5,5,4,5,6,2,2,6,3,6,5,3,6,4,4,7,9,3,5,6,0.48
6,2,7,4,2,3,10,5,7,10,4,5,7,7,5,6,4,3,4,3,0.52
4,1,1,8,6,3,10,2,5,4,5,6,5,5,3,6,2,5,1,6,0.44
6,4,7,5,4,11,7,8,3,2,8,8,0,1,3,7,5,3,13,2,0.535
8,9,7,2,6,3,2,3,1,6,4,12,6,3,8,6,2,6,2,4,0.5
3,7,1,8,5,2,7,4,2,4,7,1,4,3,5,7,6,4,7,6,0.465
8,5,8,5,2,6,3,6,7,4,2,6,7,5,4,4,5,2,7,1,0.485
7,3,6,5,6,6,7,4,1,5,8,3,2,5,5,9,7,1,3,4,0.485
4,8,4,5,6,10,8,4,6,5,5,4,4,12,9,6,6,3,8,7,0.62
2,4,8,7,3,5,4,4,4,5,3,7,0,3,2,5,3,2,5,5,0.405
7,4,3,5,6,8,4,11,7,5,5,6,3,3,8,2,1,11,3,6,0.54
4,6,13,11,6,6,6,2,10,8,4,10,3,6,4,5,5,4,1,6,0.6
6,10,7,10,11,4,1,6,5,4,8,0,3,6,2,3,4,7,6,4,0.535
7,4,6,10,6,2,5,4,4,7,5,5,5,4,9,3,5,6,1,8,0.53
4,6,7,6,5,4,5,1,2,8,4,5,4,6,3,2,8,3,5,5,0.465
4,6,3,7,9,8,3,4,3,5,2,5,4,6,4,9,1,3,3,8,0.485
3,5,4,4,6,9,4,4,7,4,7,7,6,5,8,3,3,3,0,6,0.49
3,2,5,3,8,5,2,5,2,5,4,5,4,6,3,5,2,7,5,3,0.42
6,3,6,5,8,8,6,7,4,8,3,8,2,5,5,5,4,4,1,5,0.515
4,4,4,8,6,8,3,3,7,8,3,4,6,6,6,3,6,2,6,3,0.5
4,5,6,7,4,6,5,5,3,4,2,4,7,3,6,8,2,6,6,4,0.485
10,5,8,9,3,7,3,5,7,5,5,2,8,7,7,8,3,6,7,4,0.595
5,4,7,14,9,8,4,7,6,10,8,5,2,3,5,7,4,9,5,4,0.63
3,4,8,4,5,6,6,6,8,7,6,9,5,12,6,6,4,2,4,9,0.6
5,3,7,8,4,6,4,4,6,1,2,7,3,7,5,4,4,9,6,5,0.5
5,4,4,4,5,8,3,2,5,7,6,3,7,4,6,3,8,3,3,7,0.485
5,5,4,3,4,5,6,7,4,2,3,2,3,4,5,6,6,5,8,5,0.46
6,6,6,5,3,7,5,0,7,6,4,4,3,5,3,4,4,7,4,8,0.485
8,5,1,8,7,1,5,8,2,4,5,4,4,4,6,2,8,3,12,4,0.505
8,5,6,4,1,7,4,4,7,3,9,4,3,5,4,2,4,7,7,5,0.495
3,4,9,4,4,2,3,6,6,11,3,3,7,4,5,2,6,6,11,2,0.505
8,6,7,6,4,5,10,9,2,6,3,5,4,2,4,4,3,1,4,3,0.48
2,7,2,4,5,2,5,4,4,6,8,7,4,4,4,7,5,9,5,6,0.5
7,8,3,5,8,2,2,1,4,4,6,4,7,6,5,8,7,5,2,3,0.485
5,2,5,3,7,7,2,4,5,4,1,5,4,5,6,4,4,7,5,5,0.45
1,3,5,5,6,3,1,6,6,4,2,2,10,4,4,5,7,10,7,6,0.485
7,3,6,7,4,10,6,13,6,4,2,6,6,3,8,6,5,5,3,6,0.58
4,3,5,6,3,7,8,3,9,6,6,4,4,3,6,5,4,4,3,9,0.51
5,3,4,4,6,2,7,8,7,4,2,5,6,4,6,2,6,3,4,2,0.45
5,7,4,6,5,3,8,7,2,9,0,4,7,6,6,7,5,1,8,7,0.535
7,8,8,8,7,4,4,5,6,7,5,3,7,12,4,5,5,7,5,4,0.605
3,7,7,8,4,7,9,4,3,5,5,5,5,6,3,3,4,5,5,7,0.525
5,8,3,5,8,7,9,11,6,5,4,6,2,3,4,5,8,2,1,5,0.535
3,5,6,3,2,2,3,8,4,5,4,2,5,5,5,3,3,5,1,5,0.395
7,4,6,2,8,2,6,8,6,8,3,5,3,8,6,10,2,5,2,3,0.52
4,4,8,5,7,6,6,7,4,5,4,3,11,7,5,8,2,3,9,5,0.565
5,3,6,2,5,7,3,8,5,5,4,6,7,0,10,11,3,6,4,0,0.5
3,7,2,5,6,5,2,7,1,8,2,5,2,8,9,3,5,8,4,7,0.495
7,3,2,7,4,2,3,3,5,6,3,5,7,3,9,6,8,4,3,7,0.485
3,7,5,7,3,6,4,4,6,6,5,2,5,5,4,1,7,5,7,7,0.495
4,7,3,4,4,3,5,8,8,5,5,10,1,8,1,3,2,2,12,8,0.515
3,5,9,5,7,8,6,5,4,8,3,4,6,4,3,7,3,6,4,5,0.525
1,5,2,5,2,6,9,5,3,2,3,5,4,7,9,8,7,5,3,6,0.485
8,9,7,5,6,6,4,12,2,8,2,4,3,7,3,5,3,8,2,8,0.56
4,6,0,7,5,10,3,1,5,6,6,7,6,2,6,4,10,5,6,6,0.525
2,5,2,9,7,5,5,4,5,6,4,4,6,4,4,8,5,2,3,5,0.475
6,3,4,4,2,3,4,4,5,4,7,8,9,10,7,3,9,6,4,2,0.52
2,4,5,1,3,2,8,4,9,4,3,5,3,6,5,7,2,4,5,9,0.455
6,7,4,6,2,2,4,9,11,8,3,4,2,7,3,5,4,5,2,6,0.5
4,1,5,4,4,3,4,4,8,4,7,4,3,4,5,3,3,2,7,4,0.415
3,5,10,3,6,8,7,3,4,3,5,3,5,3,3,11,5,6,4,5,0.51
2,9,5,2,7,4,8,3,3,9,7,3,7,4,4,2,10,4,2,4,0.495
6,7,3,5,6,3,4,5,5,1,3,6,9,5,6,3,6,5,6,5,0.495
4,7,7,6,7,8,4,7,6,6,4,8,7,6,2,8,5,4,2,4,0.56
4,7,4,5,2,6,5,5,9,4,12,3,8,3,1,1,7,7,8,4,0.525
